artists,track_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Bruce Springsteen,Thunder Road,0.369,0.758,5,-5.871,0.0364,0.623,1.78e-05,0.531,0.663,140.71,alt-rock
The Rolling Stones,Tumbling Dice,0.615,0.91,11,-4.248,0.0347,0.5,0.511,0.281,0.77,111.013,alt-rock
The Rolling Stones,Ruby Tuesday,0.524,0.553,0,-10.767,0.0292,0.831,0.0,0.174,0.517,104.578,alt-rock
Faith No More,Epic,0.358,0.893,4,-7.486,0.12,0.0222,0.0524,0.126,0.262,174.238,alt-rock
Ozzy Osbourne,Crazy Train,0.453,0.905,9,-4.001,0.115,0.36,0.000569,0.26,0.474,137.571,alt-rock
Oasis,Live Forever - Remastered,0.104,0.794,9,-4.353,0.0426,2.39e-05,1.46e-05,0.355,0.179,83.972,alt-rock
Kansas,Dust in the Wind,0.475,0.322,7,-10.687,0.0283,0.367,0.00056,0.11,0.387,93.503,alt-rock
The Who,Pinball Wizard,0.543,0.715,2,-8.89,0.0356,0.0192,0.0,0.256,0.468,124.011,alt-rock
Phil Collins,In The Air Tonight - 2015 Remastered,0.446,0.239,0,-13.945,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,alt-rock
Talking Heads,Burning Down the House,0.779,0.87,5,-13.141,0.0574,0.00644,0.0107,0.0399,0.555,102.689,alt-rock
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - 2005 Remaster,0.451,0.364,9,-13.126,0.0436,0.469,0.0,0.197,0.298,154.206,alt-rock
Meat Loaf,Paradise By the Dashboard Light,0.326,0.872,2,-7.602,0.122,0.214,0.0,0.461,0.492,173.381,alt-rock
Elton John,Bennie And The Jets - Remastered 2014,0.665,0.673,0,-7.95,0.0493,0.259,7.62e-06,0.497,0.779,132.642,alt-rock
Chuck Berry,Johnny B. Goode,0.534,0.803,10,-9.129,0.0743,0.741,6.07e-05,0.307,0.969,167.983,alt-rock
Linkin Park,One Step Closer,0.492,0.969,9,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,alt-rock
Don Henley,The Boys Of Summer,0.516,0.549,6,-13.741,0.0373,0.501,0.00572,0.184,0.907,176.941,alt-rock
blink-182,All The Small Things,0.439,0.891,0,-4.764,0.057,0.0122,0.0,0.547,0.695,148.599,alt-rock
System Of A Down,Chop Suey!,0.419,0.934,7,-3.908,0.12,0.000278,0.0015,0.132,0.286,127.288,alt-rock
Various Artists,"No Woman, No Cry (Arr. Kanneh-Mason)",0.29,0.0227,2,-27.431,0.0555,0.98,0.146,0.117,0.206,79.887,alt-rock
Led Zeppelin,Immigrant Song - Remaster,0.564,0.932,11,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937,alt-rock
Various Artists,Proud Mary,0.673,0.674,9,-7.681,0.028,0.0304,4.99e-05,0.112,0.677,121.031,alt-rock
The Doors,The End,0.347,0.302,0,-12.104,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,alt-rock
Red Hot Chili Peppers,Scar Tissue,0.595,0.717,0,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,alt-rock
Billy Idol,Rebel Yell,0.53,0.864,4,-4.948,0.061,0.000753,0.000459,0.354,0.484,166.312,alt-rock
U2,Vertigo,0.416,0.819,9,-3.974,0.0613,0.000138,0.00108,0.122,0.632,140.083,alt-rock
Foo Fighters,Times Like These,0.373,0.905,4,-3.793,0.0823,1.17e-05,7.53e-06,0.321,0.274,144.574,alt-rock
Ramones,I Wanna Be Sedated,0.56,0.965,11,-2.341,0.0409,0.121,6.23e-06,0.169,0.964,162.825,alt-rock
The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,0.616,0.957,9,-3.966,0.0508,0.501,0.0115,0.318,0.778,128.517,alt-rock
Billy Idol,White Wedding - Pt. 1,0.673,0.814,9,-5.411,0.0367,0.0133,0.00293,0.343,0.728,147.193,alt-rock
Beastie Boys,Sabotage,0.324,0.938,6,-7.332,0.102,0.032,0.0321,0.0961,0.543,168.131,alt-rock
Van Morrison,Brown Eyed Girl,0.491,0.583,7,-10.964,0.0376,0.182,0.0,0.407,0.907,150.572,alt-rock
Queen,Somebody To Love - Remastered 2011,0.497,0.693,8,-7.024,0.0565,0.19,0.0,0.215,0.358,111.539,alt-rock
Neil Young,Rockin' in the Free World,0.491,0.883,4,-4.986,0.0306,0.000736,3.19e-05,0.369,0.518,131.75,alt-rock
Muse,Uprising,0.602,0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,alt-rock
Radiohead,Fake Plastic Trees,0.454,0.229,2,-12.592,0.0297,0.167,0.102,0.202,0.134,73.552,alt-rock
The Clash,Train in Vain (Stand by Me) - Remastered,0.761,0.722,2,-8.712,0.0428,0.0922,0.000366,0.132,0.966,122.764,alt-rock
Live,Lightning Crashes,0.385,0.433,11,-9.256,0.0435,0.241,7.07e-06,0.11,0.427,89.974,alt-rock
Green Day,Wake Me up When September Ends,0.546,0.814,7,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,alt-rock
The Ronettes,Be My Baby,0.511,0.769,4,-7.032,0.042,0.181,0.0,0.0921,0.818,129.657,alt-rock
The Beatles,Get Back - Remastered 2009,0.761,0.592,2,-9.836,0.0586,0.492,0.00626,0.61,0.332,123.095,alt-rock
Lenny Kravitz,Are You Gonna Go My Way,0.619,0.67,11,-10.322,0.0353,0.00165,0.0109,0.331,0.777,129.269,alt-rock
Pink Floyd,Hey You,0.588,0.301,0,-14.979,0.0294,0.221,0.00236,0.128,0.19,112.458,alt-rock
The Rolling Stones,Under My Thumb,0.732,0.494,6,-13.571,0.0406,0.299,0.205,0.0919,0.799,126.986,alt-rock
The Who,Behind Blue Eyes,0.394,0.622,4,-8.258,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,alt-rock
John Lennon,Instant Karma! (We All Shine On) - Remastered 2010,0.628,0.931,9,-9.973,0.0968,0.000689,0.00146,0.0997,0.144,119.976,alt-rock
The Beatles,Help! - Remastered 2009,0.534,0.725,6,-7.576,0.0332,0.188,0.0,0.0994,0.763,95.003,alt-rock
ABBA,Dancing Queen,0.539,0.884,9,-6.53,0.0403,0.382,0.00166,0.76,0.752,100.812,alt-rock
Heart,Barracuda,0.547,0.691,4,-13.553,0.0369,0.015,0.105,0.144,0.667,137.148,alt-rock
The Smashing Pumpkins,Today - Remastered,0.457,0.825,8,-7.611,0.0268,3.29e-05,0.578,0.0548,0.414,82.539,alt-rock
Golden Earring,Radar Love,0.504,0.719,1,-9.155,0.0431,0.00878,0.00149,0.075,0.177,102.144,alt-rock
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.601,0.532,10,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,alt-rock
Oasis,Champagne Supernova - Remastered,0.294,0.825,2,-3.771,0.0404,0.465,0.0841,0.354,0.122,150.338,alt-rock
Midnight Oil,Beds Are Burning - Remastered,0.754,0.496,0,-8.7,0.0351,0.00539,0.000152,0.0871,0.341,119.186,alt-rock
Pretenders,Brass in Pocket - 2006 Remaster,0.751,0.703,9,-5.687,0.0287,0.368,0.00123,0.196,0.907,97.931,alt-rock
Big Brother & The Holding Company,Piece of My Heart,0.443,0.727,4,-7.951,0.145,0.263,0.000141,0.169,0.566,160.82,alt-rock
Bob Dylan,Tangled up in Blue,0.421,0.661,9,-13.126,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,alt-rock
George Harrison,My Sweet Lord - Remastered 2014,0.537,0.701,1,-8.913,0.0335,0.0972,0.0,0.0832,0.583,120.919,alt-rock
Steve Miller Band,The Joker,0.596,0.448,5,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,alt-rock
The Guess Who,American Woman,0.55,0.726,2,-8.51,0.0516,0.146,0.00608,0.428,0.37,92.697,alt-rock
The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,0.404,0.72,10,-9.18,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,alt-rock
Alice In Chains,Would?,0.305,0.832,6,-7.981,0.0398,0.000332,2.4e-05,0.091,0.585,100.677,alt-rock
Nirvana,Heart-Shaped Box,0.256,0.641,1,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,alt-rock
Nine Inch Nails,Closer,0.546,0.724,10,-8.639,0.0427,0.000273,0.667,0.133,0.586,89.991,alt-rock
TOOL,Sober,0.385,0.673,2,-8.182,0.0329,0.000183,0.15,0.0699,0.187,149.272,alt-rock
Steppenwolf,Magic Carpet Ride,0.64,0.651,4,-14.981,0.0517,0.142,0.28,0.0341,0.801,111.676,alt-rock
Scorpions,Rock You Like A Hurricane,0.482,0.601,7,-12.846,0.0486,0.00853,0.000187,0.249,0.774,125.619,alt-rock
The Strokes,Last Nite,0.624,0.899,0,-5.71,0.0295,0.0223,0.000155,0.0975,0.797,104.055,alt-rock
Queen,Fat Bottomed Girls - Remastered 2011,0.337,0.684,2,-7.674,0.0495,0.0319,6.57e-06,0.342,0.404,88.772,alt-rock
Jimmy Eat World,The Middle,0.643,0.849,2,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,alt-rock
David Bowie,Heroes - 2017 Remaster,0.49,0.758,7,-6.491,0.0297,0.000671,0.484,0.092,0.435,112.114,alt-rock
Bruce Springsteen,Dancing In the Dark,0.527,0.942,1,-5.64,0.0366,0.0115,0.0,0.188,0.495,148.723,alt-rock
The Doors,Touch Me,0.425,0.903,1,-4.801,0.0732,0.405,0.0128,0.117,0.769,108.748,alt-rock
The Kingsmen,Louie Louie,0.623,0.709,1,-9.818,0.0636,0.102,0.0,0.0967,0.948,122.394,alt-rock
Eagles,Life in the Fast Lane - 2013 Remaster,0.667,0.755,9,-7.246,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,alt-rock
The Offspring,Come Out And Play (Keep ‘Em Separated),0.476,0.856,7,-3.764,0.161,0.0535,6.75e-06,0.0846,0.847,158.671,alt-rock
Van Morrison,Moondance - 2013 Remaster,0.606,0.282,9,-12.207,0.0339,0.501,8.3e-06,0.152,0.563,67.409,alt-rock
Modest Mouse,Float On,0.649,0.888,6,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,alt-rock
R.E.M.,Everybody Hurts,0.467,0.324,2,-10.451,0.0255,0.615,0.0248,0.118,0.166,94.301,alt-rock
Bryan Adams,Summer Of '69,0.508,0.834,2,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,alt-rock
The Beach Boys,God Only Knows - Remastered,0.521,0.487,6,-7.525,0.0299,0.253,0.0,0.0579,0.483,117.072,alt-rock
Red Hot Chili Peppers,Dani California,0.556,0.913,0,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,alt-rock
Fleetwood Mac,Rhiannon,0.723,0.49,9,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,alt-rock
Eric Clapton,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",0.695,0.336,9,-12.999,0.0313,0.8,0.00264,0.701,0.422,79.109,alt-rock
The Police,Message In A Bottle,0.577,0.808,1,-7.04,0.039,0.0338,1.33e-05,0.221,0.869,151.008,alt-rock
Led Zeppelin,Heartbreaker - 1990 Remaster,0.403,0.709,9,-9.366,0.0885,0.0746,0.494,0.132,0.654,97.161,alt-rock
No Doubt,Don't Speak,0.52,0.709,5,-7.125,0.0352,0.247,1.78e-05,0.18,0.536,76.039,alt-rock
Led Zeppelin,Dazed and Confused - 1990 Remaster,0.271,0.553,2,-9.526,0.0472,0.044,0.0096,0.0999,0.433,86.762,alt-rock
The Doors,"Hello, I Love You",0.597,0.554,11,-14.144,0.0425,0.029,0.0,0.0766,0.963,117.835,alt-rock
Eagles,Take It Easy - 2013 Remaster,0.575,0.67,7,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,alt-rock
The Rolling Stones,Beast Of Burden - Remastered,0.783,0.878,1,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,alt-rock
Alice In Chains,Man in the Box,0.355,0.791,8,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,alt-rock
"Crosby, Stills, Nash & Young",Ohio,0.445,0.529,0,-10.94,0.026,0.261,0.0162,0.184,0.749,79.296,alt-rock
Tom Petty,I Won't Back Down,0.765,0.476,7,-13.487,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,alt-rock
Black Sabbath,War Pigs / Luke's Wall - 2012 - Remaster,0.332,0.623,9,-12.363,0.08,0.222,0.000895,0.278,0.413,183.097,alt-rock
Peter Gabriel,Solsbury Hill,0.683,0.63,11,-8.844,0.0296,0.363,0.000873,0.314,0.481,102.457,alt-rock
ZZ Top,Legs - 2008 Remaster,0.611,0.946,4,-5.357,0.0378,0.00957,0.0708,0.36,0.763,125.398,alt-rock
Jet,Are You Gonna Be My Girl,0.613,0.953,2,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,alt-rock
Weezer,Say It Ain't So,0.634,0.551,3,-7.136,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,alt-rock
The Cult,She Sells Sanctuary,0.55,0.765,7,-8.684,0.0287,4.82e-06,0.873,0.132,0.417,139.453,alt-rock
Black Sabbath,Iron Man - 2012 - Remaster,0.336,0.792,9,-10.875,0.084,0.00351,0.00175,0.0437,0.427,155.587,alt-rock
The Breeders,Cannonball,0.502,0.758,3,-9.76,0.0407,0.00915,0.783,0.284,0.729,112.508,alt-rock
Paul McCartney,Maybe I'm Amazed - Live,0.334,0.924,7,-3.147,0.0697,0.405,3.02e-05,0.98,0.401,147.33,alt-rock
Red Hot Chili Peppers,Can't Stop,0.618,0.938,9,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,alt-rock
The Beatles,She Loves You - Mono / Remastered,0.377,0.916,4,-3.199,0.0481,0.26,0.0,0.074,0.912,75.533,alt-rock
Weezer,Hash Pipe,0.578,0.882,7,-6.354,0.044,0.000121,0.479,0.284,0.623,125.603,alt-rock
Jeff Buckley,Hallelujah,0.339,0.143,0,-10.78,0.0317,0.921,0.000636,0.372,0.0948,101.213,alt-rock
George Thorogood & The Destroyers,Bad To The Bone,0.459,0.727,0,-11.777,0.0303,0.00614,0.0652,0.384,0.955,149.231,alt-rock
Korn,Freak On a Leash,0.353,0.898,2,-5.877,0.052,2.23e-05,0.105,0.39,0.525,103.293,alt-rock
The Killers,Somebody Told Me,0.509,0.987,10,-3.198,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,alt-rock
Steely Dan,Reelin' In The Years,0.523,0.758,2,-9.81,0.0403,0.133,0.0,0.0952,0.766,135.437,alt-rock
Wings,Band On The Run - Remastered 2010,0.479,0.601,7,-8.806,0.0318,0.0832,0.00142,0.11,0.669,124.966,alt-rock
Depeche Mode,Enjoy the Silence - Single Mix,0.641,0.812,0,-7.945,0.0293,0.155,4.43e-05,0.078,0.822,112.777,alt-rock
Counting Crows,Mr. Jones,0.578,0.817,0,-6.542,0.0363,0.183,3.06e-06,0.285,0.726,141.621,alt-rock
The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,0.425,0.369,4,-11.876,0.0379,0.183,0.00126,0.112,0.65,176.625,alt-rock
The Offspring,Self Esteem,0.458,0.912,5,-3.666,0.0618,0.0175,0.0,0.363,0.611,104.526,alt-rock
Mott The Hoople,All the Young Dudes,0.429,0.668,4,-7.539,0.044,0.208,0.0,0.538,0.398,77.737,alt-rock
Supertramp,The Logical Song - Remastered 2010,0.625,0.758,5,-6.213,0.0463,0.512,0.00022,0.153,0.695,119.719,alt-rock
The Beatles,Ticket To Ride - Remastered 2009,0.519,0.85,9,-6.777,0.0678,0.0457,0.0,0.233,0.749,123.419,alt-rock
The Smashing Pumpkins,Disarm - Remastered,0.527,0.418,4,-10.205,0.0277,0.142,0.781,0.139,0.217,129.517,alt-rock
blink-182,What's My Age Again?,0.403,0.956,6,-7.376,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,alt-rock
Lenny Kravitz,Fly Away,0.587,0.872,7,-5.066,0.0484,0.018,0.0,0.622,0.735,159.925,alt-rock
Muse,Starlight,0.55,0.874,4,-4.046,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,alt-rock
Led Zeppelin,Fool in the Rain - 1990 Remaster,0.539,0.866,0,-8.404,0.0483,0.0866,0.00414,0.0953,0.761,130.345,alt-rock
Marvin Gaye,I Heard It Through The Grapevine,0.711,0.362,3,-10.851,0.0381,0.272,0.0,0.127,0.616,117.287,alt-rock
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,0.464,0.655,7,-9.058,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,alt-rock
Pearl Jam,Daughter (Remastered),0.615,0.702,7,-9.686,0.0278,0.00746,0.00431,0.0608,0.734,96.99,alt-rock
Alice In Chains,Rooster,0.269,0.551,10,-8.456,0.0274,0.0307,0.000619,0.118,0.202,144.408,alt-rock
Tom Petty,Runnin' Down A Dream,0.471,0.956,9,-6.371,0.0403,0.000596,0.62,0.624,0.715,169.798,alt-rock
Blondie,Heart Of Glass - Special Mix,0.659,0.78,4,-8.425,0.0309,0.0145,0.0349,0.181,0.808,114.421,alt-rock
The Who,I Can't Explain - Mono Version,0.572,0.688,9,-4.96,0.0608,0.0474,0.0,0.072,0.856,138.841,alt-rock
Bon Jovi,You Give Love A Bad Name,0.537,0.959,0,-3.002,0.0557,0.0704,1.8e-06,0.382,0.828,122.806,alt-rock
Disturbed,Down with the Sickness,0.649,0.896,10,-2.704,0.056,0.000319,1.19e-05,0.102,0.924,90.009,alt-rock
Van Halen,You Really Got Me - 2015 Remaster,0.454,0.946,1,-5.978,0.13,0.0223,0.0,0.173,0.647,138.18,alt-rock
TOOL,The Pot,0.469,0.79,7,-6.889,0.0391,0.000148,0.372,0.282,0.466,107.45,alt-rock
The White Stripes,Fell In Love With a Girl,0.144,0.978,0,-1.644,0.197,0.673,0.000141,0.816,0.367,191.787,alt-rock
Bob Seger,Old Time Rock & Roll,0.714,0.937,6,-2.947,0.0399,0.206,0.0,0.0731,0.964,124.13,alt-rock
The Spencer Davis Group,Gimme Some Lovin' - Single Mix,0.598,0.564,0,-6.454,0.032,0.216,0.000204,0.277,0.43,147.619,alt-rock
John Mellencamp,Jack & Diane,0.811,0.41,9,-8.214,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,alt-rock
Warren Zevon,Werewolves of London - 2007 Remaster,0.75,0.62,7,-8.72,0.0257,0.0932,0.0135,0.0612,0.93,103.538,alt-rock
The Knack,My Sharona,0.586,0.7,0,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,147.245,alt-rock
Foo Fighters,My Hero,0.398,0.927,9,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,alt-rock
Little Richard,Tutti Frutti,0.555,0.658,5,-3.866,0.0541,0.793,0.0,0.118,0.937,184.835,alt-rock
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),0.456,0.863,3,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962,alt-rock
Deep Purple,Hush,0.577,0.664,10,-9.153,0.0461,0.00533,0.111,0.142,0.164,108.442,alt-rock
Creedence Clearwater Revival,Down On The Corner,0.858,0.544,0,-9.289,0.0751,0.583,0.00109,0.0707,0.874,108.217,alt-rock
Marilyn Manson,The Beautiful People,0.621,0.834,10,-10.068,0.0557,0.000779,0.456,0.0611,0.937,143.973,alt-rock
Elvis Presley,Jailhouse Rock,0.647,0.582,10,-9.538,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,alt-rock
The Doors,Break on Through (To the Other Side),0.421,0.751,9,-9.584,0.0472,0.2,0.0,0.17,0.789,89.839,alt-rock
Green Day,Longview,0.381,0.732,10,-7.594,0.0536,0.00834,0.0101,0.0854,0.814,142.504,alt-rock
Michael Jackson,Billie Jean,0.92,0.654,11,-3.051,0.0401,0.0236,0.0158,0.0359,0.847,117.046,alt-rock
The Cranberries,Zombie,0.307,0.635,7,-8.957,0.0339,0.0154,0.00483,0.366,0.304,166.973,alt-rock
The Cure,Boys Don't Cry,0.462,0.836,11,-5.766,0.0621,0.00517,0.0,0.18,0.671,168.766,alt-rock
Sublime,What I Got,0.804,0.696,7,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,alt-rock
The Beatles,Here Comes The Sun - Remastered 2009,0.557,0.54,9,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,alt-rock
Peter Frampton,Do You Feel Like We Do,0.314,0.544,0,-9.419,0.0288,0.052,0.00712,0.979,0.361,106.597,alt-rock
Billy Joel,Piano Man,0.331,0.55,0,-6.483,0.0272,0.605,3.96e-06,0.192,0.429,177.734,alt-rock
Bush,Glycerine - Remastered,0.421,0.335,5,-11.384,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,alt-rock
Led Zeppelin,D'yer Mak'er - Remaster,0.525,0.929,9,-8.56,0.0784,0.262,2.9e-05,0.0754,0.556,163.503,alt-rock
Weezer,Island In The Sun,0.654,0.81,4,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,alt-rock
Iron Maiden,Run to the Hills - 2015 Remaster,0.249,0.943,0,-5.188,0.0669,0.0286,0.00401,0.162,0.458,173.671,alt-rock
Yes,Roundabout - 2003 Remaster,0.41,0.761,4,-9.453,0.0687,0.0682,0.0077,0.0758,0.391,132.889,alt-rock
System Of A Down,Aerials,0.364,0.922,0,-4.217,0.0566,0.000918,0.035,0.0696,0.227,79.342,alt-rock
Nirvana,About A Girl,0.409,0.932,11,-4.538,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,alt-rock
The Killers,When You Were Young,0.467,0.988,11,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,alt-rock
Vitamin String Quartet,Brain Damage / Eclipse,0.184,0.118,2,-15.591,0.0432,0.961,0.518,0.0641,0.0518,144.101,alt-rock
Prince,When Doves Cry,0.729,0.989,9,-4.613,0.049,0.0102,4.45e-05,0.443,0.84,126.47,alt-rock
The Crazy Horses,Cinnamon Girl,0.581,0.654,0,-7.428,0.0249,0.188,0.000461,0.269,0.62,104.996,alt-rock
Pink Floyd,Us and Them,0.356,0.302,2,-14.528,0.0346,0.863,0.546,0.634,0.126,72.623,alt-rock
Boston,Foreplay / Long Time,0.436,0.657,5,-8.868,0.0541,0.00975,0.00748,0.0931,0.21,118.693,alt-rock
Fleetwood Mac,Dreams,0.823,0.338,0,-15.899,0.0413,0.139,0.00129,0.5,0.785,120.473,alt-rock
Talking Heads,Psycho Killer - 2005 Remaster,0.721,0.521,2,-8.123,0.0612,0.0707,0.00552,0.127,0.942,123.118,alt-rock
Bob Dylan,Subterranean Homesick Blues,0.576,0.727,4,-9.973,0.05,0.702,0.0,0.324,0.751,173.854,alt-rock
P.O.D.,Alive - 2006 Remaster,0.409,0.952,2,-3.761,0.0756,1.23e-05,0.000156,0.31,0.55,80.899,alt-rock
The Who,I Can See For Miles,0.346,0.797,4,-7.805,0.0888,0.0399,2.17e-05,0.0728,0.196,130.91,alt-rock
Van Halen,Panama - 2015 Remaster,0.527,0.978,8,-5.436,0.109,0.00124,4.75e-05,0.0744,0.463,141.169,alt-rock
The Cure,Just like Heaven,0.43,0.971,9,-3.845,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,alt-rock
Van Halen,Hot for Teacher - 2015 Remaster,0.551,0.947,2,-4.671,0.152,0.000652,0.000257,0.0637,0.466,127.657,alt-rock
Soundgarden,Spoonman,0.457,0.902,7,-5.624,0.0313,2.17e-05,0.196,0.258,0.834,92.711,alt-rock
ZZ Top,Tush - 2006 Remaster,0.58,0.885,0,-5.154,0.0715,0.1,0.00157,0.146,0.788,145.405,alt-rock
Gorillaz,Feel Good Inc.,0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,alt-rock
The Byrds,Eight Miles High,0.364,0.768,9,-10.492,0.0757,0.21,0.136,0.503,0.37,130.602,alt-rock
Bob Dylan,Hurricane,0.509,0.827,0,-7.715,0.079,0.0409,0.0,0.12,0.743,135.601,alt-rock
Elton John,Your Song,0.554,0.315,3,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,alt-rock
Santana,Oye Como Va,0.736,0.379,7,-13.208,0.0539,0.301,0.345,0.104,0.948,128.399,alt-rock
Aerosmith,Janie's Got A Gun,0.631,0.763,5,-6.749,0.0269,0.00786,0.0133,0.207,0.387,115.121,alt-rock
Joe Walsh,Life's Been Good,0.505,0.476,2,-12.897,0.0711,0.25,0.00915,0.113,0.542,99.31,alt-rock
The Kinks,Waterloo Sunset - Mono Mix,0.512,0.69,1,-6.969,0.0249,0.162,0.0,0.167,0.417,107.839,alt-rock
Edgar Winter,Frankenstein,0.625,0.733,5,-12.127,0.0927,0.0595,0.88,0.164,0.524,95.211,alt-rock
Al Green,Let's Stay Together,0.756,0.397,7,-10.701,0.0522,0.57,0.0115,0.0542,0.507,101.985,alt-rock
R.E.M.,Radio Free Europe,0.367,0.685,4,-14.831,0.0464,0.00304,0.0478,0.109,0.854,154.953,alt-rock
Steve Miller Band,Fly Like An Eagle,0.561,0.754,9,-12.769,0.112,0.61,0.0194,0.328,0.642,100.08,alt-rock
Kings of Leon,Use Somebody,0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,alt-rock
3 Doors Down,Kryptonite,0.545,0.865,11,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,alt-rock
The Beatles,Penny Lane - Remastered 2009,0.651,0.488,9,-8.22,0.0316,0.212,0.026,0.136,0.49,113.038,alt-rock
Bob Seger,Night Moves,0.705,0.743,1,-6.631,0.042,0.432,0.0133,0.103,0.374,118.552,alt-rock
Pearl Jam,Yellow Ledbetter,0.504,0.354,4,-11.3,0.0339,0.29,4.71e-06,0.157,0.292,140.87,alt-rock
Beck,Where It's At,0.68,0.671,2,-7.142,0.0536,0.169,0.0286,0.076,0.532,96.941,alt-rock
Blondie,Call Me,0.554,0.833,2,-6.667,0.0347,0.000646,0.0025,0.0737,0.773,142.673,alt-rock
The Mamas & The Papas,California Dreamin' - Single Version,0.552,0.608,1,-9.786,0.0345,0.352,0.0,0.0533,0.637,112.367,alt-rock
Meat Loaf,Bat Out of Hell,0.204,0.837,5,-7.618,0.0676,0.281,0.00405,0.291,0.392,171.514,alt-rock
Madonna,Like a Prayer,0.624,0.842,5,-5.285,0.0376,0.264,2.11e-05,0.181,0.257,111.037,alt-rock
Metallica,The Unforgiven,0.539,0.597,7,-9.581,0.0258,0.0108,0.00552,0.134,0.251,139.444,alt-rock
Prince,Purple Rain,0.367,0.452,10,-10.422,0.0307,0.0353,0.00228,0.689,0.189,113.066,alt-rock
Aerosmith,Love In An Elevator - Single Version,0.449,0.961,4,-4.305,0.0701,0.00854,0.00276,0.343,0.602,93.956,alt-rock
Puddle Of Mudd,Blurry,0.431,0.938,3,-4.507,0.0542,0.00805,0.0,0.138,0.523,157.462,alt-rock
Simon & Garfunkel,The Sound of Silence - Acoustic Version,0.525,0.216,6,-13.551,0.0301,0.837,0.0,0.107,0.328,106.761,alt-rock
The Rolling Stones,Miss You - Live,0.429,0.919,9,-4.904,0.182,0.18,4.07e-06,0.796,0.31,116.807,alt-rock
Velvet Revolver,Slither,0.478,0.974,7,-3.866,0.102,0.000266,0.0984,0.0738,0.268,141.077,alt-rock
ZZ Top,Gimme All Your Lovin',0.655,0.785,5,-6.962,0.0302,0.0505,0.0168,0.0603,0.706,119.852,alt-rock
Audioslave,Cochise,0.452,0.873,9,-4.867,0.0613,0.000519,0.0,0.0592,0.433,80.473,alt-rock
Rage Against The Machine,Bulls On Parade,0.412,0.919,5,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,alt-rock
